id_transaccion,id_cliente_origen,id_cliente_destino,tipo_transaccion,monto,fecha_hora,etiqueta_lavado,nombre_cliente,ocupacion,cluster_comportamiento,sospechoso_ml
TX-0027527,CLI-04244,SISTEMA,DEPOSITO_EFECTIVO,16702.6,2026-05-30 08:23:22,0,Dr. Agustín Mejía,Empresario / Comerciante,4,1
TX-0024602,CLI-03796,SISTEMA,DEPOSITO_EFECTIVO,12667.28,2026-05-30 09:08:22,0,Carlota Trujillo Ulloa,Empresario / Comerciante,4,1
TX-0019023,CLI-02943,SISTEMA,DEPOSITO_EFECTIVO,14872.35,2026-05-30 09:41:22,0,Silvano Lorenzo Noriega,Empresario / Comerciante,4,1
TX-0011622,CLI-01792,SISTEMA,DEPOSITO_EFECTIVO,9765.38,2026-05-30 12:14:22,0,Ing. Esperanza Prieto,Empresario / Comerciante,4,1
TX-0003207,CLI-00486,SISTEMA,DEPOSITO_EFECTIVO,25893.74,2026-05-30 18:02:22,0,Mauro Rentería Villanueva,Empresario / Comerciante,4,1
TX-0011760,CLI-01815,SISTEMA,DEPOSITO_EFECTIVO,439.08,2026-05-30 18:36:22,0,Hermelinda Zamudio,Empresario / Comerciante,4,1
TX-0013281,CLI-02056,SISTEMA,DEPOSITO_EFECTIVO,2246.54,2026-05-30 18:52:22,0,Carlos Alvaro Sisneros de la Rosa,Empresario / Comerciante,4,1
TX-0004203,CLI-00643,SISTEMA,DEPOSITO_EFECTIVO,10264.86,2026-05-30 19:42:22,0,Wilfrido Alvaro Alejandro,Empresario / Comerciante,4,1
TX-0032129,CLI-04937,SISTEMA,DEPOSITO_EFECTIVO,2590.97,2026-05-30 20:04:22,0,Modesto Juan Gaona,Empresario / Comerciante,4,1
TX-0030851,CLI-04749,SISTEMA,DEPOSITO_EFECTIVO,9669.44,2026-05-30 20:30:22,0,Margarita Peña,Empresario / Comerciante,4,1
TX-0008352,CLI-01285,SISTEMA,DEPOSITO_EFECTIVO,360.15,2026-05-30 21:57:22,0,Lic. Miguel Ángel Mota,Empresario / Comerciante,4,1
TX-0015063,CLI-02334,SISTEMA,DEPOSITO_EFECTIVO,10522.22,2026-05-30 22:19:22,0,Karina Noelia Cordero,Empresario / Comerciante,4,1
TX-0011597,CLI-01788,SISTEMA,DEPOSITO_EFECTIVO,6500.03,2026-05-31 02:24:22,0,María Ángela Castellanos,Empresario / Comerciante,4,1
TX-0015933,CLI-02467,SISTEMA,DEPOSITO_EFECTIVO,33395.81,2026-05-31 03:13:22,0,Aldo Valdez,Empresario / Comerciante,4,1
TX-0030854,CLI-04749,SISTEMA,DEPOSITO_EFECTIVO,7516.6,2026-05-31 05:07:22,0,Margarita Peña,Empresario / Comerciante,4,1
TX-0004245,CLI-00649,SISTEMA,DEPOSITO_EFECTIVO,8915.69,2026-05-31 06:12:22,0,Sr. Elias Barraza,Empresario / Comerciante,4,1
TX-0014106,CLI-02183,SISTEMA,DEPOSITO_EFECTIVO,11516.63,2026-05-31 08:41:22,0,Inés Bañuelos Zavala,Empresario / Comerciante,4,1
TX-0024360,CLI-03760,SISTEMA,DEPOSITO_EFECTIVO,42421.25,2026-05-31 14:11:22,0,Claudio Sergio Granado Sosa,Empresario / Comerciante,4,1
TX-0020902,CLI-03236,SISTEMA,DEPOSITO_EFECTIVO,18518.26,2026-05-31 14:19:22,0,Ana María Aguayo,Empresario / Comerciante,4,1
TX-0026692,CLI-04108,SISTEMA,DEPOSITO_EFECTIVO,24129.69,2026-05-31 14:49:22,0,Sra. Marisela Mares,Empresario / Comerciante,4,1
TX-0000807,CLI-00124,SISTEMA,DEPOSITO_EFECTIVO,10332.68,2026-05-31 16:20:22,0,Bruno Zacarías Camacho Alcaraz,Empresario / Comerciante,4,1
TX-0024147,CLI-03729,SISTEMA,DEPOSITO_EFECTIVO,7407.95,2026-05-31 17:10:22,0,José Eduardo José Carlos Vega,Empresario / Comerciante,4,1
TX-0008342,CLI-01284,SISTEMA,DEPOSITO_EFECTIVO,15715.42,2026-05-31 19:19:22,0,Bernardo Bernabé Gaitán Marín,Empresario / Comerciante,4,1
TX-0008623,CLI-01324,SISTEMA,DEPOSITO_EFECTIVO,12981.98,2026-05-31 19:57:22,0,Zacarías Juan Carlos Viera,Empresario / Comerciante,4,1
TX-0024669,CLI-03806,SISTEMA,DEPOSITO_EFECTIVO,11110.01,2026-05-31 21:17:22,0,Germán Silvano Muñoz,Empresario / Comerciante,4,1
TX-0001984,CLI-00299,SISTEMA,DEPOSITO_EFECTIVO,15659.73,2026-06-01 00:45:22,0,Silvano Hernán Armendáriz,Empresario / Comerciante,4,1
TX-0012591,CLI-01943,SISTEMA,DEPOSITO_EFECTIVO,13617.18,2026-06-01 01:41:22,0,Eugenia Dulce Burgos Otero,Empresario / Comerciante,4,1
TX-0007159,CLI-01107,SISTEMA,DEPOSITO_EFECTIVO,20672.49,2026-06-01 03:50:22,0,Manuel Jasso Dávila,Empresario / Comerciante,4,1
TX-0024960,CLI-03852,SISTEMA,DEPOSITO_EFECTIVO,11026.96,2026-06-01 04:52:22,0,Sr. Miguel Ángel Valentín,Empresario / Comerciante,4,1
TX-0029798,CLI-04590,SISTEMA,DEPOSITO_EFECTIVO,15495.1,2026-06-01 05:14:22,0,Citlali Rosalia Ojeda Romo,Empresario / Comerciante,4,1
TX-0027366,CLI-04220,SISTEMA,DEPOSITO_EFECTIVO,13125.41,2026-06-01 05:58:22,0,Juana Collado Lugo,Empresario / Comerciante,4,1
TX-0009266,CLI-01424,SISTEMA,DEPOSITO_EFECTIVO,10024.96,2026-06-01 06:38:22,0,Oswaldo Trejo Acuña,Empresario / Comerciante,4,1
TX-0000852,CLI-00130,SISTEMA,DEPOSITO_EFECTIVO,1398.33,2026-06-01 07:25:22,0,Minerva Escobedo Arguello,Empresario / Comerciante,4,1
TX-0008338,CLI-01284,SISTEMA,DEPOSITO_EFECTIVO,14731.51,2026-06-01 09:34:22,0,Bernardo Bernabé Gaitán Marín,Empresario / Comerciante,4,1
TX-0023793,CLI-03677,SISTEMA,DEPOSITO_EFECTIVO,11333.23,2026-06-01 10:32:22,0,Mateo Alonso,Empresario / Comerciante,4,1
TX-0011877,CLI-01829,SISTEMA,DEPOSITO_EFECTIVO,14198.83,2026-06-01 11:50:22,0,Sr. Ignacio Fierro,Empresario / Comerciante,4,1
TX-0015629,CLI-02419,SISTEMA,DEPOSITO_EFECTIVO,42589.61,2026-06-01 12:17:22,0,Mercedes Sandoval Menéndez,Empresario / Comerciante,4,1
TX-0000693,CLI-00107,SISTEMA,DEPOSITO_EFECTIVO,3153.3,2026-06-01 13:40:22,0,Reina Sofía Zavala Ballesteros,Empresario / Comerciante,4,1
TX-0029341,CLI-04516,SISTEMA,DEPOSITO_EFECTIVO,26495.03,2026-06-01 13:46:22,0,Luisa Soledad Salazar de la Fuente,Empresario / Comerciante,4,1
TX-0006310,CLI-00972,SISTEMA,DEPOSITO_EFECTIVO,16685.55,2026-06-01 14:17:22,0,Marco Antonio Isaac Jurado Partida,Empresario / Comerciante,4,1
TX-0006768,CLI-01044,SISTEMA,DEPOSITO_EFECTIVO,10166.24,2026-06-01 14:46:22,0,Dra. Ariadna Badillo,Empresario / Comerciante,4,1
TX-0025928,CLI-03998,SISTEMA,DEPOSITO_EFECTIVO,20852.06,2026-06-01 14:46:22,0,Ing. Rocío Gallardo,Empresario / Comerciante,4,1
TX-0005989,CLI-00921,SISTEMA,DEPOSITO_EFECTIVO,24449.37,2026-06-01 14:49:22,0,Rubén Alfonso Vigil Portillo,Empresario / Comerciante,4,1
TX-0028033,CLI-04316,SISTEMA,DEPOSITO_EFECTIVO,9316.18,2026-06-01 15:48:22,0,Mario Quesada,Profesionista Independiente,4,1
TX-0013821,CLI-02142,SISTEMA,DEPOSITO_EFECTIVO,15339.36,2026-06-01 15:56:22,0,Marisela Judith Sanches,Empresario / Comerciante,4,1
TX-0005671,CLI-00871,SISTEMA,DEPOSITO_EFECTIVO,6156.27,2026-06-01 16:42:22,0,Flavio Concepción,Empresario / Comerciante,4,1
TX-0026686,CLI-04108,SISTEMA,DEPOSITO_EFECTIVO,13918.63,2026-06-01 17:56:22,0,Sra. Marisela Mares,Empresario / Comerciante,4,1
TX-0013817,CLI-02142,SISTEMA,DEPOSITO_EFECTIVO,10764.92,2026-06-01 19:17:22,0,Marisela Judith Sanches,Empresario / Comerciante,4,1
TX-0012108,CLI-01867,SISTEMA,DEPOSITO_EFECTIVO,1720.46,2026-06-01 20:32:22,0,Irene Zedillo,Profesionista Independiente,4,1
TX-0013295,CLI-02057,SISTEMA,DEPOSITO_EFECTIVO,8401.75,2026-06-02 00:31:22,0,Aida Ofelia Guardado Madrid,Empresario / Comerciante,4,1
TX-0004252,CLI-00651,SISTEMA,DEPOSITO_EFECTIVO,26533.76,2026-06-02 01:48:22,0,Nicolás Marco Antonio Vanegas,Empresario / Comerciante,4,1
TX-0016224,CLI-02512,SISTEMA,DEPOSITO_EFECTIVO,35954.87,2026-06-02 05:55:22,0,Blanca Mireles,Empresario / Comerciante,4,1
TX-0026066,CLI-04019,SISTEMA,DEPOSITO_EFECTIVO,26482.31,2026-06-02 07:29:22,0,Gabino Zamora Aguayo,Empresario / Comerciante,4,1
TX-0029661,CLI-04566,SISTEMA,DEPOSITO_EFECTIVO,20413.11,2026-06-02 09:15:22,0,Pablo Fuentes,Empresario / Comerciante,4,1
TX-0010835,CLI-01669,SISTEMA,DEPOSITO_EFECTIVO,23669.22,2026-06-02 10:28:22,0,Eloisa Campos,Empresario / Comerciante,4,1
TX-0008110,CLI-01249,SISTEMA,DEPOSITO_EFECTIVO,32149.25,2026-06-02 10:42:22,0,Olga Esther Carreón,Empresario / Comerciante,4,1
TX-0015769,CLI-02440,SISTEMA,DEPOSITO_EFECTIVO,15263.04,2026-06-02 13:19:22,0,Vicente Montenegro,Empresario / Comerciante,4,1
TX-0015537,CLI-02406,SISTEMA,DEPOSITO_EFECTIVO,13179.39,2026-06-02 13:42:22,0,Rafaél Eugenio Gastélum Villareal,Empresario / Comerciante,4,1
TX-0030664,CLI-04721,SISTEMA,DEPOSITO_EFECTIVO,9667.33,2026-06-02 18:02:22,0,Julio Juan Carlos Navarro del Valle,Empresario / Comerciante,4,1
TX-0015514,CLI-02401,SISTEMA,DEPOSITO_EFECTIVO,26927.5,2026-06-02 18:13:22,0,Ofelia Avilés Palomo,Empresario / Comerciante,4,1
TX-0004202,CLI-00643,SISTEMA,DEPOSITO_EFECTIVO,10407.66,2026-06-02 19:32:22,0,Wilfrido Alvaro Alejandro,Empresario / Comerciante,4,1
TX-0012888,CLI-01993,SISTEMA,DEPOSITO_EFECTIVO,14055.11,2026-06-02 22:12:22,0,Gustavo Benjamín Perea,Empresario / Comerciante,4,1
TX-0002145,CLI-00322,SISTEMA,DEPOSITO_EFECTIVO,4641.24,2026-06-02 22:58:22,0,Rosalia Adriana Partida,Empresario / Comerciante,4,1
TX-0019236,CLI-02980,SISTEMA,DEPOSITO_EFECTIVO,10236.23,2026-06-02 23:06:22,0,Estela Eugenia Uribe Trejo,Empresario / Comerciante,4,1
TX-0017420,CLI-02700,SISTEMA,DEPOSITO_EFECTIVO,19245.42,2026-06-03 00:34:22,0,Luis Manuel Germán Feliciano,Empresario / Comerciante,4,1
TX-0028920,CLI-04452,SISTEMA,DEPOSITO_EFECTIVO,4606.37,2026-06-03 02:19:22,0,María Cristina Verdugo Rico,Empresario / Comerciante,4,1
TX-0027297,CLI-04209,SISTEMA,DEPOSITO_EFECTIVO,34130.36,2026-06-03 03:56:22,0,Luis Manuel Ortega Barreto,Empresario / Comerciante,4,1
TX-0015308,CLI-02373,SISTEMA,DEPOSITO_EFECTIVO,27675.11,2026-06-03 04:02:22,0,Andrea Salas Aparicio,Empresario / Comerciante,4,1
TX-0031290,CLI-04812,SISTEMA,DEPOSITO_EFECTIVO,19453.06,2026-06-03 04:48:22,0,Armando Sanches,Empresario / Comerciante,4,1
TX-0008925,CLI-01371,SISTEMA,DEPOSITO_EFECTIVO,24391.46,2026-06-03 06:15:22,0,Srita. Débora Pacheco,Empresario / Comerciante,4,1
TX-0013370,CLI-02072,SISTEMA,DEPOSITO_EFECTIVO,313.33,2026-06-03 10:59:22,0,Dra. Pamela Maya,Empresario / Comerciante,4,1
TX-0029342,CLI-04516,SISTEMA,DEPOSITO_EFECTIVO,12975.92,2026-06-03 11:05:22,0,Luisa Soledad Salazar de la Fuente,Empresario / Comerciante,4,1
TX-0016698,CLI-02587,SISTEMA,DEPOSITO_EFECTIVO,21554.61,2026-06-03 14:16:22,0,Vicente Madera,Empresario / Comerciante,4,1
TX-0015392,CLI-02385,SISTEMA,DEPOSITO_EFECTIVO,26743.44,2026-06-03 14:29:22,0,Mauro Márquez,Empresario / Comerciante,4,1
TX-0012345,CLI-01905,SISTEMA,DEPOSITO_EFECTIVO,8705.36,2026-06-03 14:48:22,0,Alejandra Ariadna Botello Lucio,Empresario / Comerciante,4,1
TX-0004241,CLI-00649,SISTEMA,DEPOSITO_EFECTIVO,5332.2,2026-06-03 17:24:22,0,Sr. Elias Barraza,Empresario / Comerciante,4,1
TX-0031425,CLI-04834,SISTEMA,DEPOSITO_EFECTIVO,23704.1,2026-06-03 17:59:22,0,Srita. Josefina Ferrer,Empresario / Comerciante,4,1
TX-0001416,CLI-00213,SISTEMA,DEPOSITO_EFECTIVO,3016.48,2026-06-03 18:59:22,0,Hernán Elizondo Cotto,Empresario / Comerciante,4,1
TX-0018786,CLI-02906,SISTEMA,DEPOSITO_EFECTIVO,20034.73,2026-06-03 19:14:22,0,Ilse Sofía Salcedo,Empresario / Comerciante,4,1
TX-0009983,CLI-01533,SISTEMA,DEPOSITO_EFECTIVO,16667.71,2026-06-03 19:23:22,0,René Pedro Porras,Empresario / Comerciante,4,1
TX-0025966,CLI-04003,SISTEMA,DEPOSITO_EFECTIVO,49978.79,2026-06-03 22:06:22,0,Graciela Arredondo Meraz,Empresario / Comerciante,4,1
TX-0007909,CLI-01216,SISTEMA,DEPOSITO_EFECTIVO,5536.25,2026-06-03 22:16:22,0,Manuel Elias Archuleta,Empresario / Comerciante,4,1
TX-0022763,CLI-03518,SISTEMA,DEPOSITO_EFECTIVO,25840.06,2026-06-04 02:00:22,0,Ana María Mónica Cuellar,Empresario / Comerciante,4,1
TX-0010883,CLI-01676,SISTEMA,DEPOSITO_EFECTIVO,4330.3,2026-06-04 02:12:22,0,Espartaco Juan Carlos Rubio,Empresario / Comerciante,4,1
TX-0007214,CLI-01115,SISTEMA,DEPOSITO_EFECTIVO,14973.24,2026-06-04 02:14:22,0,Indira Esmeralda Muñiz Ávalos,Empresario / Comerciante,4,1
TX-0010152,CLI-01560,SISTEMA,DEPOSITO_EFECTIVO,2359.17,2026-06-04 04:28:22,0,Estela Escobar,Empresario / Comerciante,4,1
TX-0004583,CLI-00705,SISTEMA,DEPOSITO_EFECTIVO,5754.7,2026-06-04 06:01:22,0,Estela Cabán Ureña,Empresario / Comerciante,4,1
TX-0029958,CLI-04614,SISTEMA,DEPOSITO_EFECTIVO,15932.62,2026-06-04 06:52:22,0,Felipe Juan Ureña Fuentes,Empresario / Comerciante,4,1
TX-0020240,CLI-03139,SISTEMA,DEPOSITO_EFECTIVO,11738.75,2026-06-04 07:01:22,0,Abraham Bueno,Empresario / Comerciante,4,1
TX-0006746,CLI-01040,SISTEMA,DEPOSITO_EFECTIVO,19048.89,2026-06-04 10:42:22,0,Perla María Eugenia Guevara,Empresario / Comerciante,4,1
TX-0008569,CLI-01316,SISTEMA,DEPOSITO_EFECTIVO,16126.21,2026-06-04 10:47:22,0,Ing. Violeta Toledo,Empresario / Comerciante,4,1
TX-0011831,CLI-01824,SISTEMA,DEPOSITO_EFECTIVO,14816.07,2026-06-04 13:32:22,0,Paulina Montoya,Empresario / Comerciante,4,1
TX-0011881,CLI-01830,SISTEMA,DEPOSITO_EFECTIVO,13464.61,2026-06-04 15:37:22,0,María del Carmen Karla Fernández,Empresario / Comerciante,4,1
TX-0004801,CLI-00742,SISTEMA,DEPOSITO_EFECTIVO,24414.24,2026-06-04 15:43:22,0,Marcela Clara Vera,Empresario / Comerciante,4,1
TX-0013427,CLI-02081,SISTEMA,DEPOSITO_EFECTIVO,33507.07,2026-06-04 16:00:22,0,Alma Esther Marroquín Mena,Empresario / Comerciante,4,1
TX-0027284,CLI-04207,SISTEMA,DEPOSITO_EFECTIVO,15121.55,2026-06-04 16:19:22,0,Dr. José Carlos Polanco,Empresario / Comerciante,4,1
TX-0004774,CLI-00737,SISTEMA,DEPOSITO_EFECTIVO,36443.33,2026-06-04 18:28:22,0,Cristian Daniel Godínez,Empresario / Comerciante,4,1
TX-0018020,CLI-02787,SISTEMA,DEPOSITO_EFECTIVO,16767.05,2026-06-05 03:09:22,0,Espartaco Serrano Pacheco,Empresario / Comerciante,4,1
TX-0025026,CLI-03861,SISTEMA,DEPOSITO_EFECTIVO,2560.41,2026-06-05 04:56:22,0,Darío Sepúlveda Ulloa,Empresario / Comerciante,4,1
TX-0027770,CLI-04278,SISTEMA,DEPOSITO_EFECTIVO,10727.59,2026-06-05 05:26:22,0,Sr. Daniel Armas,Empresario / Comerciante,4,1
TX-0019954,CLI-03094,SISTEMA,DEPOSITO_EFECTIVO,31904.89,2026-06-05 05:42:22,0,Juan Rascón,Empresario / Comerciante,4,1
TX-0024612,CLI-03798,SISTEMA,DEPOSITO_EFECTIVO,13891.44,2026-06-05 09:33:22,0,Serafín Aranda,Empresario / Comerciante,4,1
TX-0012106,CLI-01867,SISTEMA,DEPOSITO_EFECTIVO,12536.03,2026-06-05 10:58:22,0,Irene Zedillo,Profesionista Independiente,4,1
TX-0009358,CLI-01436,SISTEMA,DEPOSITO_EFECTIVO,45558.53,2026-06-05 12:05:22,0,Luis Elias Carrera,Empresario / Comerciante,4,1
TX-0020260,CLI-03143,SISTEMA,DEPOSITO_EFECTIVO,15188.88,2026-06-05 13:21:22,0,Ing. Soledad Merino,Empresario / Comerciante,4,1
TX-0017179,CLI-02662,SISTEMA,DEPOSITO_EFECTIVO,17779.42,2026-06-05 13:45:22,0,Dra. Citlali Mascareñas,Empresario / Comerciante,4,1
TX-0007258,CLI-01121,SISTEMA,DEPOSITO_EFECTIVO,5791.68,2026-06-05 13:50:22,0,Luz Escobar Ruiz,Profesionista Independiente,4,1
TX-0032149,CLI-04939,SISTEMA,DEPOSITO_EFECTIVO,4901.89,2026-06-05 17:45:22,0,Noelia Florencia Bañuelos,Empresario / Comerciante,4,1
TX-0015510,CLI-02401,SISTEMA,DEPOSITO_EFECTIVO,23685.13,2026-06-05 17:52:22,0,Ofelia Avilés Palomo,Empresario / Comerciante,4,1
TX-0027422,CLI-04228,SISTEMA,DEPOSITO_EFECTIVO,16295.31,2026-06-05 18:20:22,0,Rosario Wendolin Valenzuela Mojica,Profesionista Independiente,4,1
TX-0031942,CLI-04909,SISTEMA,DEPOSITO_EFECTIVO,21419.55,2026-06-05 21:54:22,0,Laura Conchita Partida,Empresario / Comerciante,4,1
TX-0024858,CLI-03838,SISTEMA,DEPOSITO_EFECTIVO,5146.73,2026-06-05 22:08:22,0,Mitzy Acevedo Salcedo,Empresario / Comerciante,4,1
TX-0003695,CLI-00558,SISTEMA,DEPOSITO_EFECTIVO,14182.32,2026-06-05 22:28:22,0,Alberto Óliver Vigil,Empresario / Comerciante,4,1
TX-0030069,CLI-04632,SISTEMA,DEPOSITO_EFECTIVO,5152.86,2026-06-05 23:48:22,0,Antonia Madrigal,Empresario / Comerciante,4,1
TX-0002816,CLI-00426,SISTEMA,DEPOSITO_EFECTIVO,17966.79,2026-06-05 23:54:22,0,Hugo Perales,Empresario / Comerciante,4,1
TX-0029659,CLI-04566,SISTEMA,DEPOSITO_EFECTIVO,790.16,2026-06-06 00:45:22,0,Pablo Fuentes,Empresario / Comerciante,4,1
TX-0014574,CLI-02259,SISTEMA,DEPOSITO_EFECTIVO,3388.07,2026-06-06 02:18:22,0,Ing. Julia Patiño,Profesionista Independiente,4,1
TX-0022850,CLI-03532,SISTEMA,DEPOSITO_EFECTIVO,12405.7,2026-06-06 02:43:22,0,Karina Francisca Burgos,Profesionista Independiente,4,1
TX-0008610,CLI-01322,SISTEMA,DEPOSITO_EFECTIVO,12978.34,2026-06-06 03:40:22,0,Sofía Leticia Alfaro Terrazas,Empresario / Comerciante,4,1
TX-0005234,CLI-00806,SISTEMA,DEPOSITO_EFECTIVO,33926.13,2026-06-06 08:58:22,0,Oswaldo Homero Ceballos,Empresario / Comerciante,4,1
TX-0010157,CLI-01560,SISTEMA,DEPOSITO_EFECTIVO,33640.56,2026-06-06 09:11:22,0,Estela Escobar,Empresario / Comerciante,4,1
TX-0020850,CLI-03229,SISTEMA,DEPOSITO_EFECTIVO,468.01,2026-06-06 09:27:22,0,Isabel Merino Pulido,Empresario / Comerciante,4,1
TX-0004920,CLI-00761,SISTEMA,DEPOSITO_EFECTIVO,34603.82,2026-06-06 13:09:22,0,Lic. Ofelia Vanegas,Empresario / Comerciante,4,1
TX-0027457,CLI-04233,SISTEMA,DEPOSITO_EFECTIVO,15155.66,2026-06-06 13:35:22,0,Leonel Naranjo,Empresario / Comerciante,4,1
TX-0006335,CLI-00976,SISTEMA,DEPOSITO_EFECTIVO,33714.54,2026-06-06 15:00:22,0,Eugenio Linares Gutiérrez,Empresario / Comerciante,4,1
TX-0026362,CLI-04061,SISTEMA,DEPOSITO_EFECTIVO,17378.72,2026-06-06 19:12:22,0,Hugo Viera,Empresario / Comerciante,4,1
TX-0030839,CLI-04747,SISTEMA,DEPOSITO_EFECTIVO,41036.09,2026-06-06 20:00:22,0,Sr. Iván León,Empresario / Comerciante,4,1
TX-0031870,CLI-04898,SISTEMA,DEPOSITO_EFECTIVO,14011.34,2026-06-06 21:27:22,0,Aurora Sessa Alemán,Empresario / Comerciante,4,1
TX-0009470,CLI-01457,SISTEMA,DEPOSITO_EFECTIVO,16531.63,2026-06-07 00:02:22,0,Teodoro Iván Quesada,Empresario / Comerciante,4,1
TX-0009267,CLI-01424,SISTEMA,DEPOSITO_EFECTIVO,6063.68,2026-06-07 00:08:22,0,Oswaldo Trejo Acuña,Empresario / Comerciante,4,1
TX-0002257,CLI-00341,SISTEMA,DEPOSITO_EFECTIVO,20997.97,2026-06-07 00:46:22,0,Alvaro Marcos Ramos,Empresario / Comerciante,4,1
TX-0014869,CLI-02307,SISTEMA,DEPOSITO_EFECTIVO,24708.02,2026-06-07 01:07:22,0,Araceli Soliz Merino,Empresario / Comerciante,4,1
TX-0024341,CLI-03756,SISTEMA,DEPOSITO_EFECTIVO,31998.05,2026-06-07 03:48:22,0,Daniela Ornelas Ontiveros,Empresario / Comerciante,4,1
TX-0028718,CLI-04421,SISTEMA,DEPOSITO_EFECTIVO,16487.97,2026-06-07 09:39:22,0,Gabriela Elisa de la O,Empresario / Comerciante,4,1
TX-0032143,CLI-04939,SISTEMA,DEPOSITO_EFECTIVO,2234.93,2026-06-07 10:38:22,0,Noelia Florencia Bañuelos,Empresario / Comerciante,4,1
TX-0009290,CLI-01427,SISTEMA,DEPOSITO_EFECTIVO,5327.3,2026-06-07 10:42:22,0,Martín Luis Manuel Hernádez Vanegas,Empresario / Comerciante,4,1
TX-0016360,CLI-02534,SISTEMA,DEPOSITO_EFECTIVO,20796.39,2026-06-07 14:20:22,0,Araceli Micaela Bernal,Empresario / Comerciante,4,1
TX-0024963,CLI-03852,SISTEMA,DEPOSITO_EFECTIVO,14966.78,2026-06-07 14:37:22,0,Sr. Miguel Ángel Valentín,Empresario / Comerciante,4,1
TX-0002809,CLI-00426,SISTEMA,DEPOSITO_EFECTIVO,3527.89,2026-06-07 15:23:22,0,Hugo Perales,Empresario / Comerciante,4,1
TX-0005261,CLI-00811,SISTEMA,DEPOSITO_EFECTIVO,32758.45,2026-06-07 15:58:22,0,Rodrigo Cornejo,Empresario / Comerciante,4,1
TX-0013372,CLI-02072,SISTEMA,DEPOSITO_EFECTIVO,5734.44,2026-06-07 16:08:22,0,Dra. Pamela Maya,Empresario / Comerciante,4,1
TX-0027499,CLI-04239,SISTEMA,DEPOSITO_EFECTIVO,5971.05,2026-06-07 17:52:22,0,Wilfrido Nicolás Ornelas Rolón,Empresario / Comerciante,4,1
TX-0019887,CLI-03083,SISTEMA,DEPOSITO_EFECTIVO,3846.73,2026-06-07 18:33:22,0,Alvaro Octavio Quesada Valdez,Empresario / Comerciante,4,1
TX-0023820,CLI-03681,SISTEMA,DEPOSITO_EFECTIVO,8491.11,2026-06-07 18:53:22,0,Gloria Muñoz Alba,Empresario / Comerciante,4,1
TX-0000201,CLI-00030,SISTEMA,DEPOSITO_EFECTIVO,3934.44,2026-06-07 20:06:22,0,Fabiola Graciela Ramón Mares,Empresario / Comerciante,4,1
TX-0005162,CLI-00796,SISTEMA,DEPOSITO_EFECTIVO,12311.99,2026-06-08 02:15:22,0,María Luisa Amelia Zambrano,Empresario / Comerciante,4,1
TX-0019097,CLI-02955,SISTEMA,DEPOSITO_EFECTIVO,11986.31,2026-06-08 04:15:22,0,Cecilia Florencia Montes,Empresario / Comerciante,4,1
TX-0026068,CLI-04019,SISTEMA,DEPOSITO_EFECTIVO,23242.62,2026-06-08 04:33:22,0,Gabino Zamora Aguayo,Empresario / Comerciante,4,1
TX-0009878,CLI-01515,SISTEMA,DEPOSITO_EFECTIVO,1596.75,2026-06-08 04:35:22,0,Natalia Yuridia Zedillo Barreto,Empresario / Comerciante,4,1
TX-0014105,CLI-02183,SISTEMA,DEPOSITO_EFECTIVO,22139.81,2026-06-08 06:58:22,0,Inés Bañuelos Zavala,Empresario / Comerciante,4,1
TX-0026522,CLI-04083,SISTEMA,DEPOSITO_EFECTIVO,33080.23,2026-06-08 11:38:22,0,Sr. Humberto Carmona,Empresario / Comerciante,4,1
TX-0000389,CLI-00059,SISTEMA,DEPOSITO_EFECTIVO,15453.59,2026-06-08 12:04:22,0,Leonor Helena Báez Valencia,Empresario / Comerciante,4,1
TX-0027622,CLI-04256,SISTEMA,DEPOSITO_EFECTIVO,18936.88,2026-06-08 12:06:22,0,Ana Leiva Mesa,Empresario / Comerciante,4,1
TX-0005672,CLI-00871,SISTEMA,DEPOSITO_EFECTIVO,9011.9,2026-06-08 12:50:22,0,Flavio Concepción,Empresario / Comerciante,4,1
TX-0006541,CLI-01008,SISTEMA,DEPOSITO_EFECTIVO,9727.75,2026-06-08 14:37:22,0,Alfonso Saldaña,Empresario / Comerciante,4,1
TX-0026493,CLI-04078,SISTEMA,DEPOSITO_EFECTIVO,20267.83,2026-06-08 14:54:22,0,Abel Villarreal Zarate,Empresario / Comerciante,4,1
TX-0010595,CLI-01629,SISTEMA,DEPOSITO_EFECTIVO,24639.41,2026-06-08 16:39:22,0,Magdalena Mercedes Escobar,Empresario / Comerciante,4,1
TX-0020465,CLI-03171,SISTEMA,DEPOSITO_EFECTIVO,23832.38,2026-06-08 17:35:22,0,Verónica Ponce Hinojosa,Empresario / Comerciante,4,1
TX-0017836,CLI-02761,SISTEMA,DEPOSITO_EFECTIVO,2134.93,2026-06-08 17:48:22,0,Silvia Estrada Esquivel,Empresario / Comerciante,4,1
TX-0031507,CLI-04847,SISTEMA,DEPOSITO_EFECTIVO,16109.5,2026-06-08 18:04:22,0,Santiago Miguel Ángel Dávila,Empresario / Comerciante,4,1
TX-0008151,CLI-01255,SISTEMA,DEPOSITO_EFECTIVO,23172.03,2026-06-08 18:23:22,0,Dolores Karla Pacheco Ballesteros,Empresario / Comerciante,4,1
TX-0020686,CLI-03203,SISTEMA,DEPOSITO_EFECTIVO,12672.28,2026-06-08 19:04:22,0,Pascual Quintana Noriega,Empresario / Comerciante,4,1
