id_cliente,nombre_cliente,ocupacion,ingreso_mensual_declarado,nivel_riesgo_kyc,fecha_alta_sistema
CLI-02549,Diana Monroy,Profesionista Independiente,30486.31,Medio,2024-09-20
CLI-02550,Luis Ríos,Empresario / Comerciante,74247.5,Alto,2023-09-23
CLI-02551,Inés Arcelia Tejeda Pineda,Desempleado,3852.47,Alto,2024-08-27
CLI-02552,Abril Rubio,Empleado Sector Privado,31036.17,Medio,2026-02-13
CLI-02553,Ramón José Montaño Correa,Desempleado,2596.52,Alto,2024-09-03
CLI-02554,Armando Patiño Girón,Empleado Sector Privado,44319.31,Medio,2023-09-03
CLI-02555,Rodrigo Romero,Profesionista Independiente,30979.91,Medio,2024-09-04
CLI-02556,Elias Iván Niño,Desempleado,2041.78,Alto,2025-10-13
CLI-02557,Alfredo Macías,Desempleado,1787.72,Alto,2024-04-30
CLI-02558,Modesto Claudio Fonseca Zúñiga,Estudiante,4286.43,Bajo,2024-11-28
CLI-02559,Gloria Holguín,Profesionista Independiente,35868.84,Medio,2024-01-05
CLI-02560,Pascual Sevilla Gallardo,Empleado Sector Privado,40652.5,Medio,2023-07-09
CLI-02561,Lic. Luisa Vega,Desempleado,3230.87,Alto,2025-07-29
CLI-02562,Carlos Badillo Carbajal,Profesionista Independiente,33981.74,Medio,2025-03-31
CLI-02563,Gregorio Juan Carlos Vera,Jubilado,12431.29,Bajo,2025-08-21
CLI-02564,Darío Jorge Ávila,Estudiante,2474.67,Bajo,2024-05-20
CLI-02565,Concepción Berta Marrero Ontiveros,Profesionista Independiente,25269.81,Medio,2024-06-08
CLI-02566,José Elizondo,Profesionista Independiente,44385.59,Medio,2024-05-12
CLI-02567,Karina Montes Carrillo,Desempleado,1069.89,Alto,2025-04-27
CLI-02568,Lucía Arteaga Caraballo,Desempleado,1581.82,Alto,2023-09-04
CLI-02569,Zoé Cynthia Armendáriz Rolón,Empresario / Comerciante,206194.81,Alto,2025-01-27
CLI-02570,Esmeralda Cedillo,Profesionista Independiente,48655.3,Medio,2025-08-27
CLI-02571,Abril Carlota Grijalva Briseño,Jubilado,17551.84,Bajo,2023-08-13
CLI-02572,Ana Luisa Gallegos Gallardo,Empresario / Comerciante,83463.62,Alto,2025-05-06
CLI-02573,Julia Jaime Lozada,Estudiante,2750.24,Bajo,2024-02-05
CLI-02574,Tania Inés Pichardo,Empleado Sector Privado,33846.74,Medio,2024-08-14
CLI-02575,Luis Leyva,Desempleado,2802.79,Alto,2024-06-04
CLI-02576,Ing. Héctor Villarreal,Estudiante,3263.43,Bajo,2025-08-10
CLI-02577,Gregorio Ledesma Nava,Empresario / Comerciante,70601.86,Alto,2025-10-24
CLI-02578,Conchita Mónica Barrios,Estudiante,7620.76,Bajo,2024-01-08
CLI-02579,Dr. Pablo Limón,Empresario / Comerciante,159686.75,Alto,2025-05-08
CLI-02580,Jorge Martín Valencia Ríos,Estudiante,6625.6,Bajo,2024-08-04
CLI-02581,Pascual Ricardo Acevedo de la Crúz,Jubilado,14944.95,Bajo,2024-01-22
CLI-02582,Rebeca Feliciano Paredes,Estudiante,2623.57,Bajo,2024-08-24
CLI-02583,María Eugenia Ruelas,Jubilado,7018.57,Bajo,2025-06-23
CLI-02584,Mario Gaitán Rivero,Desempleado,3726.36,Alto,2025-10-04
CLI-02585,Ofelia Nayeli Aranda Domínguez,Empresario / Comerciante,111874.13,Alto,2026-04-21
CLI-02586,Sr. Jaime Delgado,Empleado Sector Privado,36340.58,Medio,2023-11-03
CLI-02587,Vicente Madera,Empresario / Comerciante,175296.14,Alto,2026-05-10
CLI-02588,Gonzalo Aragón Mena,Empleado Sector Privado,29382.5,Medio,2024-07-03
CLI-02589,Fernando Leonel Arias,Empleado Sector Privado,12942.85,Medio,2024-08-26
CLI-02590,Soledad Valadez,Desempleado,1427.36,Alto,2024-01-09
CLI-02591,Anabel Cristal Regalado Esquibel,Profesionista Independiente,53890.85,Medio,2023-11-26
CLI-02592,Lic. Reynaldo Vigil,Empresario / Comerciante,244996.31,Alto,2024-02-12
CLI-02593,Sonia Natalia Ballesteros Zayas,Jubilado,17153.15,Bajo,2026-04-19
CLI-02594,Ángel José Carlos Verdugo,Jubilado,10782.98,Bajo,2024-11-11
CLI-02595,Sr. Joaquín Escalante,Desempleado,2157.15,Alto,2025-08-16
CLI-02596,Dr. Marcos Batista,Jubilado,12768.59,Bajo,2025-10-27
CLI-02597,Yuridia Marisol Reyna Morales,Desempleado,2995.65,Alto,2025-04-26
CLI-02598,Claudia Verónica Rivera Armas,Jubilado,10654.71,Bajo,2026-01-24
CLI-02599,Dulce María Dolores Rivera Arredondo,Desempleado,2558.11,Alto,2023-09-07
CLI-02600,Berta Verónica Negrón,Profesionista Independiente,55901.54,Medio,2026-03-29
CLI-02601,Eloisa Rosa Villaseñor Prado,Empresario / Comerciante,157933.62,Alto,2026-05-01
CLI-02602,Rosario Maestas Lucio,Estudiante,4651.16,Bajo,2025-03-11
CLI-02603,Alonso Gregorio Merino Irizarry,Profesionista Independiente,33549.17,Medio,2024-10-09
CLI-02604,Mauricio Mario Domínguez Bustamante,Empleado Sector Privado,22017.91,Medio,2026-03-29
CLI-02605,Antonio Rodríquez Samaniego,Estudiante,5139.9,Bajo,2024-11-22
CLI-02606,Ing. Sandra Piña,Empleado Sector Privado,23348.2,Medio,2024-07-09
CLI-02607,Rosario Gallardo,Empresario / Comerciante,157019.78,Alto,2026-04-26
CLI-02608,Wendolin Alonzo,Desempleado,3688.35,Alto,2025-01-17
CLI-02609,Ing. Carla Abrego,Empresario / Comerciante,109922.1,Alto,2024-01-02
CLI-02610,Wilfrido Amador Vigil,Empresario / Comerciante,209592.96,Alto,2023-12-15
CLI-02611,Asunción Cecilia Duarte Alvarado,Jubilado,8005.8,Bajo,2024-03-27
CLI-02612,Rosa Lourdes Gómez,Estudiante,5289.27,Bajo,2026-04-27
CLI-02613,Carlos Rubén Zarate,Empleado Sector Privado,25587.28,Medio,2024-11-11
CLI-02614,Rafaél Zedillo,Jubilado,10682.38,Bajo,2026-04-13
CLI-02615,Dra. Rosario Arenas,Empleado Sector Privado,17387.89,Medio,2024-12-13
CLI-02616,Carmen Pilar Samaniego Barajas,Desempleado,2583.96,Alto,2026-02-13
CLI-02617,Jonás Rodarte Gamboa,Empresario / Comerciante,94118.49,Alto,2025-04-20
CLI-02618,José Carlos Tórrez,Estudiante,4533.44,Bajo,2023-09-13
CLI-02619,Sr. Fernando Munguía,Empleado Sector Privado,29048.13,Medio,2024-07-04
CLI-02620,Zacarías Mireles,Jubilado,15498.47,Bajo,2026-06-02
CLI-02621,Miguel Vázquez Partida,Desempleado,1087.46,Alto,2025-05-29
CLI-02622,Noelia Pilar López,Desempleado,2971.71,Alto,2024-04-01
CLI-02623,Adán José Luis Tijerina,Profesionista Independiente,33580.67,Medio,2026-04-11
CLI-02624,Olivia Irma Cavazos,Estudiante,3094.44,Bajo,2023-06-17
CLI-02625,Violeta Margarita Madera,Profesionista Independiente,19966.04,Medio,2024-08-07
CLI-02626,Martín Roybal Pulido,Empresario / Comerciante,173545.88,Alto,2024-09-27
CLI-02627,Sra. Sandra Gurule,Profesionista Independiente,46521.27,Medio,2025-07-07
CLI-02628,Ing. Aurelio Gaitán,Empresario / Comerciante,87557.89,Alto,2025-07-18
CLI-02629,Ing. Cynthia Suárez,Estudiante,2912.9,Bajo,2025-11-13
CLI-02630,Genaro Campos Solorio,Jubilado,5287.7,Bajo,2026-02-02
CLI-02631,Ariadna de Anda Vallejo,Estudiante,3692.69,Bajo,2026-06-08
CLI-02632,Rodrigo Vallejo,Empleado Sector Privado,35601.47,Medio,2025-10-10
CLI-02633,Alfredo Zedillo Fernández,Desempleado,32.82,Alto,2024-05-20
CLI-02634,Aldonza Cecilia Amador,Estudiante,2904.1,Bajo,2025-09-10
CLI-02635,José Carlos Armando Valdés Meléndez,Empresario / Comerciante,93437.62,Alto,2024-08-23
CLI-02636,José Luis Fernando Feliciano Puga,Empresario / Comerciante,112315.34,Alto,2023-08-11
CLI-02637,Ing. Serafín Saldaña,Empresario / Comerciante,249592.69,Alto,2024-07-03
CLI-02638,Antonia María Elena Mateo Esquivel,Empresario / Comerciante,189386.96,Alto,2023-12-27
CLI-02639,Estela Sandoval Rubio,Estudiante,3981.49,Bajo,2025-07-05
CLI-02640,Dr. Francisco Javier Echeverría,Empleado Sector Privado,13849.27,Medio,2026-05-21
CLI-02641,Asunción Silvia Aguilar,Empresario / Comerciante,64276.94,Alto,2026-05-16
CLI-02642,Mateo Rosado,Empresario / Comerciante,86320.75,Alto,2023-09-15
CLI-02643,Srita. Catalina Piña,Profesionista Independiente,51776.28,Medio,2023-10-04
CLI-02644,Inés Porras,Estudiante,2731.77,Bajo,2024-11-22
CLI-02645,Hugo Benavídez,Desempleado,995.85,Alto,2025-08-29
CLI-02646,Francisco Javier Horacio Rentería,Empresario / Comerciante,99432.44,Alto,2024-05-29
CLI-02647,Ing. Caridad Barrios,Estudiante,3195.08,Bajo,2023-07-21
CLI-02648,Paulina Montez,Desempleado,3083.98,Alto,2024-08-01
CLI-02649,Bruno Jesús Canales,Jubilado,13658.1,Bajo,2024-06-04
CLI-02650,Alonso Patricio Lemus Ocampo,Empleado Sector Privado,27603.24,Medio,2025-08-27
CLI-02651,Concepción Salma Murillo,Desempleado,3844.86,Alto,2025-11-27
CLI-02652,Hernán Benavídez López,Profesionista Independiente,22137.51,Medio,2026-04-27
CLI-02653,Cristina Valladares Aguirre,Desempleado,168.74,Alto,2025-06-18
CLI-02654,Ofelia Echeverría,Jubilado,11772.04,Bajo,2026-02-16
CLI-02655,Ing. Irma Montes,Profesionista Independiente,36655.33,Medio,2025-11-22
CLI-02656,Pablo Barraza,Profesionista Independiente,23942.56,Medio,2026-03-29
CLI-02657,Agustín Adame,Estudiante,7181.95,Bajo,2025-09-26
CLI-02658,Lic. Jacinto Rivera,Empleado Sector Privado,44118.04,Medio,2024-02-15
CLI-02659,Dr. Salvador Guerrero,Empleado Sector Privado,32886.0,Medio,2024-05-26
CLI-02660,Felipe Serafín Rojas Ayala,Profesionista Independiente,15678.05,Medio,2023-11-03
CLI-02661,José María Candelaria Amaya,Profesionista Independiente,41311.36,Medio,2025-02-24
CLI-02662,Dra. Citlali Mascareñas,Empresario / Comerciante,207828.76,Alto,2023-07-19
CLI-02663,Adela Celia Nevárez,Estudiante,7813.01,Bajo,2024-01-03
CLI-02664,Sr. David Amador,Jubilado,15185.18,Bajo,2026-05-09
CLI-02665,Lic. José Emilio Uribe,Empresario / Comerciante,187681.31,Alto,2024-05-02
CLI-02666,Lic. Beatriz Matías,Empleado Sector Privado,24256.16,Medio,2024-05-10
CLI-02667,Mateo Reyes,Estudiante,3492.33,Bajo,2023-12-28
CLI-02668,Rolando Gamez,Empresario / Comerciante,68280.31,Alto,2025-01-21
CLI-02669,Tomás Armando Valladares Ayala,Jubilado,9399.49,Bajo,2023-07-26
CLI-02670,Juan Jiménez,Desempleado,240.21,Alto,2023-11-10
CLI-02671,Porfirio Casanova,Profesionista Independiente,44005.87,Medio,2023-08-30
CLI-02672,María Luisa Puga Salgado,Desempleado,2145.41,Alto,2026-02-25
CLI-02673,Raúl Enrique Sepúlveda Hernández,Estudiante,2754.96,Bajo,2024-02-28
CLI-02674,Dr. Óliver Salgado,Empleado Sector Privado,22452.41,Medio,2026-03-11
CLI-02675,Julio César Humberto Batista,Jubilado,15251.3,Bajo,2025-06-29
CLI-02676,Cornelio de la Garza Tello,Profesionista Independiente,51248.64,Medio,2024-11-27
CLI-02677,Sra. Laura Cervántez,Empresario / Comerciante,196637.77,Alto,2025-10-06
CLI-02678,Raquel Páez,Estudiante,6135.5,Bajo,2026-01-07
CLI-02679,Abril Daniela Lira,Profesionista Independiente,47597.96,Medio,2025-12-22
CLI-02680,Amalia Julia Mojica,Profesionista Independiente,55439.84,Medio,2025-12-22
CLI-02681,Dr. Agustín Dávila,Empresario / Comerciante,191325.2,Alto,2023-10-22
CLI-02682,Wendolin Sánchez,Jubilado,8831.29,Bajo,2024-10-14
CLI-02683,Reina Zambrano,Desempleado,1960.37,Alto,2023-09-27
CLI-02684,Srita. Georgina Maldonado,Jubilado,7426.15,Bajo,2024-07-29
CLI-02685,Gabriel Jos Lomeli,Profesionista Independiente,29565.64,Medio,2024-04-13
CLI-02686,Juan Carlos Timoteo Sanches,Empresario / Comerciante,105064.89,Alto,2025-12-26
CLI-02687,Timoteo Flavio Fierro Alfaro,Jubilado,16888.16,Bajo,2024-07-14
CLI-02688,Aldonza Carla Salazar,Jubilado,7084.46,Bajo,2026-01-01
CLI-02689,Liliana Frida Vélez,Jubilado,7015.33,Bajo,2023-12-08
CLI-02690,Oswaldo Gerardo Morales Sáenz,Profesionista Independiente,51873.83,Medio,2026-03-06
CLI-02691,Dr. Humberto Pelayo,Jubilado,9772.47,Bajo,2023-12-04
CLI-02692,Mariana Espinoza,Estudiante,6655.51,Bajo,2023-10-02
CLI-02693,Sra. Pilar Verdugo,Jubilado,9927.57,Bajo,2024-01-21
CLI-02694,Porfirio Bétancourt,Empleado Sector Privado,41136.77,Medio,2026-03-27
CLI-02695,Alonso Benavídez,Jubilado,16138.78,Bajo,2024-01-02
CLI-02696,Tania Daniela Saavedra Lomeli,Jubilado,8104.23,Bajo,2024-01-13
CLI-02697,María Teresa Curiel,Desempleado,253.37,Alto,2023-09-17
CLI-02698,Ing. Luisa Núñez,Jubilado,15647.65,Bajo,2026-04-27
CLI-02699,Dalia Ariadna Patiño,Empleado Sector Privado,29294.3,Medio,2025-09-07
CLI-02700,Luis Manuel Germán Feliciano,Empresario / Comerciante,203146.82,Alto,2025-02-07
CLI-02701,Eloisa Vigil Garza,Empleado Sector Privado,32230.29,Medio,2026-04-26
CLI-02702,Humberto Ricardo Madera Armenta,Profesionista Independiente,33441.2,Medio,2023-10-07
CLI-02703,Estefanía Carlota Muñoz Vergara,Profesionista Independiente,19970.89,Medio,2025-11-19
CLI-02704,María José Cordero Mercado,Jubilado,13565.58,Bajo,2024-08-02
CLI-02705,Alvaro Gurule,Estudiante,7011.16,Bajo,2024-01-28
CLI-02706,Martha Trejo,Empleado Sector Privado,17895.08,Medio,2024-11-22
CLI-02707,Sr. Alonso Curiel,Estudiante,3212.47,Bajo,2024-08-21
CLI-02708,Sra. Aurora Barreto,Empresario / Comerciante,88323.33,Alto,2025-11-22
CLI-02709,Dra. Cecilia Alvarado,Estudiante,5426.07,Bajo,2025-05-31
CLI-02710,Rubén Alvaro Arriaga,Empresario / Comerciante,181584.25,Alto,2023-08-25
CLI-02711,José Manuél Eric Estévez,Jubilado,13111.62,Bajo,2024-09-24
CLI-02712,Enrique Salvador Nava Rojo,Jubilado,8327.2,Bajo,2025-02-10
CLI-02713,Aldo Méndez Mora,Profesionista Independiente,24932.53,Medio,2025-02-03
CLI-02714,Eduardo Orozco,Desempleado,283.5,Alto,2024-02-10
CLI-02715,Ignacio Silvano Torres de la Fuente,Empleado Sector Privado,33639.73,Medio,2023-07-07
CLI-02716,Gilberto Arturo Almaraz,Estudiante,4808.35,Bajo,2025-04-13
CLI-02717,Gabino Pascual Rivero Rosario,Desempleado,242.8,Alto,2024-11-01
CLI-02718,María Luisa Alejandra Mares Calderón,Jubilado,14665.21,Bajo,2023-10-18
CLI-02719,Augusto Romero Rocha,Empresario / Comerciante,214405.3,Alto,2024-05-04
CLI-02720,Violeta Altamirano Guerrero,Desempleado,233.2,Alto,2024-05-14
CLI-02721,Homero Mercado,Jubilado,8455.6,Bajo,2024-06-01
CLI-02722,Patricio Ernesto Gamboa,Estudiante,6405.8,Bajo,2024-05-14
CLI-02723,Ruby Montaño Gálvez,Profesionista Independiente,18507.09,Medio,2026-02-21
CLI-02724,Jos Amador Torres,Empleado Sector Privado,43699.36,Medio,2025-11-29
CLI-02725,Modesto Javier Aguilar,Estudiante,2607.35,Bajo,2024-08-23
CLI-02726,Aldo Colunga Godoy,Empleado Sector Privado,29544.81,Medio,2026-06-11
CLI-02727,Wilfrido Sergio Prado Miranda,Empleado Sector Privado,18372.94,Medio,2025-01-02
CLI-02728,Ing. Fabiola Rivero,Desempleado,995.05,Alto,2026-04-15
CLI-02729,Isabela Armas Uribe,Desempleado,3790.01,Alto,2025-01-09
CLI-02730,Bruno de la Rosa,Jubilado,14739.53,Bajo,2024-06-10
CLI-02731,Teresa Jasso Soria,Empresario / Comerciante,199221.68,Alto,2025-07-27
CLI-02732,Dulce María Gloria Soria,Desempleado,2306.25,Alto,2024-06-17
CLI-02733,Renato Roberto Terrazas,Desempleado,1834.88,Alto,2025-09-02
CLI-02734,Elisa Pichardo,Desempleado,1708.3,Alto,2023-11-12
CLI-02735,Conchita Irma Otero,Estudiante,3000.86,Bajo,2024-04-02
CLI-02736,José María Romo Báez,Empleado Sector Privado,30148.86,Medio,2024-04-01
CLI-02737,Amador Gustavo Coronado Coronado,Jubilado,9387.67,Bajo,2025-10-10
CLI-02738,Sra. Rebeca Amador,Empleado Sector Privado,29618.72,Medio,2026-04-29
CLI-02739,Dra. Ana María Gil,Jubilado,10759.16,Bajo,2023-08-14
CLI-02740,José María Mario Loya,Profesionista Independiente,55611.82,Medio,2024-11-12
CLI-02741,Indira Garica,Jubilado,17889.02,Bajo,2026-04-21
CLI-02742,Srita. Bianca Alva,Profesionista Independiente,53018.43,Medio,2025-11-01
CLI-02743,Adalberto Marco Antonio Beltrán,Empresario / Comerciante,202836.87,Alto,2024-04-25
CLI-02744,José Manuél Diego Zayas Montes,Empresario / Comerciante,215231.0,Alto,2025-04-08
CLI-02745,Aurelio Arturo Zambrano Mejía,Profesionista Independiente,42378.6,Medio,2023-10-24
CLI-02746,Isaac Núñez Solís,Jubilado,12093.14,Bajo,2025-03-12
CLI-02747,Marcela Lorena Ocampo,Empresario / Comerciante,203141.64,Alto,2025-12-28
CLI-02748,Lic. Felix Ferrer,Desempleado,1016.36,Alto,2025-08-05
CLI-02749,Lic. Guillermo Frías,Empresario / Comerciante,139499.96,Alto,2026-03-31
CLI-02750,Elvia Cecilia Ureña,Empresario / Comerciante,50039.13,Alto,2025-11-01
CLI-02751,Aurelio Martín Feliciano Aguilar,Estudiante,7897.74,Bajo,2023-10-30
CLI-02752,Sr. Mateo Velásquez,Jubilado,5211.93,Bajo,2024-03-15
CLI-02753,Lic. Nancy Cisneros,Empleado Sector Privado,44782.6,Medio,2024-11-07
CLI-02754,Linda Sarabia,Profesionista Independiente,15295.6,Medio,2024-04-29
CLI-02755,Lic. Nelly Saldaña,Empleado Sector Privado,19089.15,Medio,2025-12-12
CLI-02756,Nayeli Gabriela Grijalva Alejandro,Profesionista Independiente,15976.56,Medio,2024-04-23
CLI-02757,Amanda Celia Aguilera Rangel,Desempleado,3289.35,Alto,2026-04-04
CLI-02758,Marco Antonio Riojas,Jubilado,11646.53,Bajo,2023-08-02
CLI-02759,Clemente Gollum Godoy,Jubilado,17036.99,Bajo,2024-07-11
CLI-02760,Srita. Natividad Lucio,Empleado Sector Privado,15111.48,Medio,2024-01-23
CLI-02761,Silvia Estrada Esquivel,Empresario / Comerciante,121131.15,Alto,2026-05-01
CLI-02762,Adriana Rosario Paredes,Empleado Sector Privado,20744.61,Medio,2024-06-18
CLI-02763,Asunción Citlali Huerta,Jubilado,8248.14,Bajo,2025-09-24
CLI-02764,Paola Gabriela Tamayo Benavides,Profesionista Independiente,51498.34,Medio,2026-04-29
CLI-02765,María Luisa Cardenas Ballesteros,Estudiante,5422.92,Bajo,2024-06-25
CLI-02766,Zeferino Sosa Montez,Jubilado,16932.46,Bajo,2023-09-12
CLI-02767,Berta Valadez Trejo,Desempleado,308.81,Alto,2024-01-04
CLI-02768,Diana Esparza,Profesionista Independiente,50680.69,Medio,2023-12-08
CLI-02769,Nelly Marcela Gutiérrez,Empleado Sector Privado,28113.12,Medio,2024-10-08
CLI-02770,Juana Lugo,Desempleado,2811.39,Alto,2025-10-27
CLI-02771,José Manuél Peres,Estudiante,5571.39,Bajo,2026-01-26
CLI-02772,Isabela Tania Arteaga,Profesionista Independiente,16681.72,Medio,2025-10-26
CLI-02773,Ángel Grijalva Villareal,Jubilado,9960.1,Bajo,2023-10-18
CLI-02774,Luisa Jaimes,Estudiante,7531.23,Bajo,2024-02-03
CLI-02775,Rubén Maya,Profesionista Independiente,30656.86,Medio,2025-10-21
CLI-02776,Ramón Sáenz,Empresario / Comerciante,133304.34,Alto,2025-12-20
CLI-02777,Miguel Ángel Lucas Montañez Guardado,Estudiante,7218.72,Bajo,2023-12-11
CLI-02778,Barbara Ledesma Esquibel,Empleado Sector Privado,36673.4,Medio,2024-12-16
CLI-02779,Salvador Espino,Jubilado,17072.49,Bajo,2023-12-12
CLI-02780,Juan Quiñónez Segovia,Desempleado,3109.67,Alto,2023-06-12
CLI-02781,Sara Garay,Empresario / Comerciante,60825.59,Alto,2026-06-06
CLI-02782,Arturo Joaquín Santiago,Jubilado,5535.37,Bajo,2023-11-04
CLI-02783,Iván Isaac Orosco Villareal,Jubilado,12343.87,Bajo,2025-06-07
CLI-02784,Itzel Barbara Solorzano Narváez,Profesionista Independiente,37608.07,Medio,2026-04-30
CLI-02785,Reynaldo Villalpando,Empleado Sector Privado,17055.52,Medio,2023-07-26
CLI-02786,Laura Carla Estrada,Desempleado,2926.31,Alto,2025-02-02
CLI-02787,Espartaco Serrano Pacheco,Empresario / Comerciante,244208.05,Alto,2023-12-02
CLI-02788,Itzel Puente Tamayo,Jubilado,12478.31,Bajo,2024-04-01
CLI-02789,Abraham Olivera,Estudiante,3332.51,Bajo,2024-06-09
CLI-02790,Adán Isaac Alonzo Almonte,Profesionista Independiente,50386.57,Medio,2026-02-20
CLI-02791,Horacio José Emilio Chávez Gamez,Empleado Sector Privado,16362.24,Medio,2025-01-28
CLI-02792,Ing. Angélica Cardona,Estudiante,4855.13,Bajo,2024-06-11
CLI-02793,María José Calderón Ballesteros,Desempleado,197.24,Alto,2024-02-09
CLI-02794,Arturo Gutiérrez Segovia,Empresario / Comerciante,102511.6,Alto,2023-10-05
CLI-02795,Mauro Jos Nava,Empresario / Comerciante,150364.62,Alto,2024-05-23
CLI-02796,Pablo Daniel Paz Paz,Desempleado,521.5,Alto,2023-11-20
CLI-02797,Martha Monroy,Empleado Sector Privado,27870.44,Medio,2023-07-27
CLI-02798,Lic. Maximiliano Gil,Empleado Sector Privado,28099.42,Medio,2025-12-17
CLI-02799,Elsa Porras Medrano,Desempleado,2285.32,Alto,2024-06-29
CLI-02800,Esperanza Araceli Adame Benavides,Jubilado,13007.96,Bajo,2025-11-15
CLI-02801,Barbara Helena Abreu Alcántar,Desempleado,2096.99,Alto,2024-03-02
CLI-02802,Graciela Ceja Reynoso,Empleado Sector Privado,14364.25,Medio,2023-08-08
CLI-02803,Virginia Varela,Empresario / Comerciante,114682.33,Alto,2025-02-28
CLI-02804,Alicia de la O Aguayo,Jubilado,6164.73,Bajo,2024-02-01
CLI-02805,Gregorio Luis Miguel Almanza,Desempleado,1654.33,Alto,2025-12-07
CLI-02806,Ruby Abigail Olivárez Salinas,Profesionista Independiente,30673.85,Medio,2024-07-23
CLI-02807,Estefanía María del Carmen Montero Tamez,Profesionista Independiente,30503.62,Medio,2024-03-14
CLI-02808,Yolanda Eugenia Soria,Desempleado,96.83,Alto,2026-05-02
CLI-02809,Karla Rodrígez Manzanares,Profesionista Independiente,22616.49,Medio,2026-03-11
CLI-02810,Sr. Espartaco Gaona,Profesionista Independiente,42729.94,Medio,2025-12-17
CLI-02811,Rubén Calderón Zelaya,Empresario / Comerciante,174636.43,Alto,2023-11-16
CLI-02812,Ángel Mata,Empresario / Comerciante,58975.51,Alto,2025-03-16
CLI-02813,Srita. Clara Vera,Empleado Sector Privado,18589.61,Medio,2025-10-19
CLI-02814,Martín Alonso Carrasco Caldera,Profesionista Independiente,22019.6,Medio,2024-10-13
CLI-02815,Iván Olvera,Desempleado,3411.06,Alto,2024-02-23
CLI-02816,Dra. Marisela Cortez,Estudiante,6437.49,Bajo,2024-12-16
CLI-02817,Juana Longoria Escobedo,Empleado Sector Privado,43315.05,Medio,2024-03-28
CLI-02818,David Aldo Cruz Navarro,Empleado Sector Privado,40668.83,Medio,2023-09-04
CLI-02819,Blanca Marroquín,Profesionista Independiente,15618.0,Medio,2025-12-27
CLI-02820,Inés Olivárez Padrón,Desempleado,3217.12,Alto,2025-01-13
CLI-02821,Ing. Alvaro Dávila,Profesionista Independiente,35252.77,Medio,2023-06-16
CLI-02822,Ruby León,Estudiante,3991.26,Bajo,2025-01-29
CLI-02823,Nicolás Patricio Garrido Bustamante,Desempleado,2152.02,Alto,2023-06-30
CLI-02824,Aida Teresa Mendoza,Empleado Sector Privado,30032.0,Medio,2025-08-19
CLI-02825,José María Felix Bermúdez,Profesionista Independiente,39696.0,Medio,2025-11-29
CLI-02826,Georgina Nancy Alcala Olvera,Jubilado,14489.01,Bajo,2024-10-17
CLI-02827,Samuel Ballesteros Centeno,Empleado Sector Privado,34937.35,Medio,2024-11-09
CLI-02828,Ramiro Meza,Desempleado,73.55,Alto,2023-10-10
CLI-02829,Samuel Olivera Salcedo,Jubilado,16778.52,Bajo,2026-05-19
CLI-02830,Elvira Mitzy Monroy,Jubilado,5565.27,Bajo,2026-04-18
CLI-02831,Ing. Abelardo Gaytán,Empleado Sector Privado,13983.63,Medio,2025-08-29
CLI-02832,Paulina Castillo Zarate,Empleado Sector Privado,38043.22,Medio,2024-01-02
CLI-02833,Enrique César Montalvo Perea,Jubilado,8526.66,Bajo,2025-01-05
CLI-02834,Amanda Campos Covarrubias,Empresario / Comerciante,180951.57,Alto,2023-09-23
CLI-02835,Inés Gabriela Martínez,Estudiante,2399.59,Bajo,2025-02-02
CLI-02836,Lucas Hurtado,Desempleado,1085.24,Alto,2024-09-08
CLI-02837,Jacobo Orellana Vargas,Desempleado,1440.88,Alto,2024-10-03
CLI-02838,Ing. Julio César Aponte,Estudiante,2114.47,Bajo,2024-11-17
CLI-02839,Rosa Regalado,Desempleado,1546.09,Alto,2026-02-19
CLI-02840,Olivia Lourdes Villanueva,Empresario / Comerciante,151708.07,Alto,2025-03-22
CLI-02841,Cristal Noelia Girón Preciado,Desempleado,398.41,Alto,2024-12-20
CLI-02842,Elisa Natividad Nieto,Profesionista Independiente,36809.8,Medio,2025-05-07
CLI-02843,Estela Bermúdez Gamboa,Jubilado,11910.29,Bajo,2024-05-09
CLI-02844,Ofelia Gloria Muñiz Olmos,Empleado Sector Privado,18562.88,Medio,2023-09-13
CLI-02845,Hilda Ortega,Empresario / Comerciante,162137.51,Alto,2025-04-08
CLI-02846,Gabriel Iván Toro Jaime,Desempleado,85.95,Alto,2025-12-24
CLI-02847,Lic. Wilfrido Candelaria,Empleado Sector Privado,42434.91,Medio,2023-11-29
CLI-02848,Lilia Concepción Pedraza Aguilera,Profesionista Independiente,30010.63,Medio,2024-09-24
CLI-02849,Cornelio Cristobal Marroquín Serrano,Empresario / Comerciante,198878.14,Alto,2024-02-05
CLI-02850,Dr. Zeferino Aparicio,Estudiante,4080.68,Bajo,2025-07-26
CLI-02851,Mónica Heredia,Profesionista Independiente,30992.02,Medio,2023-08-27
CLI-02852,Maximiliano Casares,Profesionista Independiente,25629.21,Medio,2024-08-31
CLI-02853,Dra. Aurora Sanabria,Jubilado,8586.42,Bajo,2024-07-25
CLI-02854,Adriana Armas Rolón,Estudiante,5754.75,Bajo,2026-05-03
CLI-02855,Gonzalo Pablo Granado,Empresario / Comerciante,228080.42,Alto,2024-08-01
CLI-02856,José Eduardo Pacheco,Estudiante,7664.82,Bajo,2025-03-16
CLI-02857,Eugenia Acosta,Profesionista Independiente,25151.22,Medio,2025-10-07
CLI-02858,Sonia Leal Muñiz,Profesionista Independiente,55372.89,Medio,2025-11-14
